url,titulo,preco,vendas,teste,marca,comentario
https://produto.mercadolivre.com.br/MLB-827302473-mini-furadeira-drill-6-acessorios-12-v-fonte-12x-_JM?searchVariation=174281610107#searchVariation=174281610107&position=49&search_layout=stack&type=item&tracking_id=5f45b40a-cf99-45cd-a3db-4e780385f88f,Mini Furadeira Drill  6 Acessórios 12 V + Fonte 12x,104,85,2,Tozz,"Leve e simples de usar, para uso em pequenas atividades é excelente, não mto bom para superficies mto rígidas, compatives com acessórios diversos, recomendo para uso quem tem como hobby atividades de artesanato.10Mini furadeira azul e com funcionalidade muito boa. O unico senão que porventura poderia haver seria falta de alguns apetrechos. Mais isto é superfluo.10Ok muito bom vale apena eu recomendo pra serviços de artesanato mas poderia vim mais acessórios.00Perfeita, tudo que eu estava precisando, prática e muito útil, e fácil de manusear.00Gostei muito era e e o que eu estava procurando muito bom grato.00"
https://produto.mercadolivre.com.br/MLB-2098006129-furadeira-impacto-profissional-650w-gsb-13-re-bosch-brindes-_JM?searchVariation=173951519559#searchVariation=173951519559&position=44&search_layout=stack&type=item&tracking_id=5f45b40a-cf99-45cd-a3db-4e780385f88f,Furadeira Impacto Profissional 650w Gsb 13 Re Bosch +brindes,411,3,2,Bosch,"Bom dia! eu fiquei muito satisfeito com minha parafusadeira,indico a todos que estiveram com dúvidas assim como eu estava e através desses comentários conseguir executar minha compra.4910Como ja trabalhei muito com furadeira. Eo posso dizer que essa está aprovada. Única coisa que a bosch deveria melhorar é a estrutura. Qureio c essa aí levar um tombo ela vai quebrar na parte da frente. Já vi muitas no lixo por essa causa. Então  bóra ter cuidado com quedas  que ela  vai  quebrar. Ela tem uma excelente potência  agoro ver c vai durar 15 anos que nem à última  da  bosch com 400w  durou. Andydsaraiva.64Estou muito satisfeito com todo o processo de aquisição do produto. O mercado pago me deu a garantia de que meu dinheiro serviria para aquisição de outro produto se caso eu não continuasse com a compra anterior e isso me deixou muito feliz. O produto é de alta qualidade e vem suprindo todas as minhas necessidades!.20Como parafusadeira e otima pois com o controle do equipamento ele permite manejar e controlar a velocidade com perfeição, e o peso e bem menor que outras no mercado, como furadeira ainda não testei, mais sei que terei o resultado almejado, estou muito satisfeito com este produto e a bosch nunca me decepcionou estão de parabéns pela furadeira impacto parafusadeira 650w profis gsb13 re bosch.20É uma excelente máquina. Já trabalhei muito com furadeiras e essa é boa. Porém a bosch peca na estrutura. Aconselho a ter muito cuidado para ela não levar queda  ce não já era. Vi muitas no lixo por quebrarem no meio. Estrutura frágil  para uma super máquina. Mas recomendo vc que quer uma que funcione bem. Andydsaraiva. 10. 08. 21. Amei esse  mandril 13mm. 220. 60hz. Tchauuuu e obrigado. Kk.10"
https://produto.mercadolivre.com.br/MLB-1626604011-furadeira-de-impacto-38-500w-c-maleta-e-kit-_JM#position=42&search_layout=stack&type=item&tracking_id=5f45b40a-cf99-45cd-a3db-4e780385f88f,Furadeira De Impacto 3/8  500w C/ Maleta E Kit,198,336,2,Hammer,"O produto veio sem uma peça de grande importância, o mandril, tive que comprar um e as brocas não são de boa qualidade quebrou no primeiro uso. Mas tem bom custo beneficio.00Essa furadeira me surpreendeu. Eu achei que eeria fraca, mas ela tem muita forca no impacto. Ja to com 1 mes com ela, e estou muito satisfeito! recomendo!!.00Cumpre o que promete! a minha aqui tá resolvendo todos os b. O de casa!.00Furadeira muito boa, funciona muito bem e tem uma boa potência. Ótima para serviços domésticos.00Muito bom o produto, custo benefício ótimo. Produto recomendável para pênis reparos, excelente!.20"
https://produto.mercadolivre.com.br/MLB-1437200299-parafusadeirafuradeira-de-impacto-12v-hp333dwyx3-makita-_JM?searchVariation=174156622042#searchVariation=174156622042&position=41&search_layout=stack&type=item&tracking_id=5f45b40a-cf99-45cd-a3db-4e780385f88f,Parafusadeira/furadeira De Impacto 12v - Hp333dwyx3 Makita,628,20,2,Makita,"Pesquisei bastante antes de decidir entre makita, bosch e dewalt no mesmo valor. A makita tem as seguintes vantagens: regulagem de torque (embreagem para parar no torque delimitado), luz na frente para iluminar o local e possui furadeira de martelete. Essa funcao não aconselho usar muito, é para furos eventuais, porém meu  primeiro uso foi justamente esse, onde precisei realizar um furo em um muro distante de rede eletrica. 

Empunhadora ótima, ótimo torque (dica, o seletor do meio de furar tem mais torque que o seletor de parafusar). 

Mandril muito bom e carregador também. Sem falar na qualidade dos materiais e acabamento. Ainda vem com o gancho para pendurar no cinto. Bateria dura bastante, pelo menos em uso eventual, já fiz varios furos e parafusei mais de 10 parafusos de 12mm em parede com buchas de nylon e nem sinal de enfraquecimento da bateria. 

Talvez para um uso mais hard recomendaria dewalt ou a makita 1 nivel acima, mas para uso eventual e hobbye, está mais do que suficiente nessa faixa de preço de 500 reais.16925Eu comprei principalmente pensando utilizar em polimentos diversos. Também irei, certamente, utilizar os demais recursos que esse equipamento oferece. Depois de pesquisar bastante considerei que essa furadeira/parafusadeira é a que teria melhor custo benefício. E o melhor preço encontrado com facilidade para parcelamento foi aqui.171Fraco e se a bateria for um pouco exigido,  já compromete as próximas cargas,  não segurando mais a carga de forma plena. Até os anos 2000 as ferramentas eram razoáveis e aceitáveis. Makita já foi boa, pois como disse tinha razoável qualidade,  ao contrário da alemã metabo, que na verdade sempre foi superior na grande maioria das ferramentas elétricas,  e continua mantendo a qualidade,  pena que o suporte no brasil sempre foi ruim, apesar que quase não dá problema e quando der,  a máquina já está muito bem pago, pode jogar no lixo que valeu a pena o investimento. Tenho muitas ferramentas da metabo, algumas há mais de duas década e nem escova foi trocado,  usando de forma severa. Resumindo,  é importante na hora da compra avaliar não só o valor da ferramenta,  é bom ver os custos de possíveis reparos futuros, vou dar alguns exemplos,  tenho uma montadora de produtos, uso muitas parafusadeiras,  e tive uma experiência desagradável com a bosch, uma vez deu problema na eletrônica do gatilho,  era exatamente o valor da máquina,  outra experiência foi com um soprador térmico makita,  a mesma coisa,  trocar uma resistência e o cabo,  mesmo valor de uma máquina nova. Um absurdo!. 
Portanto,  deixo minha avaliação totalmente imparcial,  e de forma técnica e que o consumidor aprenda a fazer este tipo de avaliação para não se arrepender com o investimento,  há um ditado que fala que o barato sai caro, mas nesse caso falando da marca,  não são. É, makita já foi, não é mais! lamentável!!!.93166Muito forte, apesar de ser apenas 12v. Tudo funciona perfeitamente. A função impacto impressiona, muito potente. Fura bastante bem paredes e até concreto (apesar de não ser recomendado utilizar para esse fim). Controle de torque preciso, evita estourar as madeiras mais frágeis. A construção da máquina é ótima, parece ser muito robusta. Irei fazer uso apenas doméstico e hobby, mas acredito que para uso profissional ela também aguente o tranco, mesmo sendo bem mais leve que os modelos mais potentes. Dá pra usar por bastante tempo sem cansar o braço. Tem muitas outras parafusadeiras mais baratas, mas preferi investir um pouco mais e levar uma makita pra casa, e valeu cada centavo. Makita é makita.10Apenas acrescentei mais uma makita para a lista. Esta parafusadeira é uma pequena notável, não deixe se enganar pelo tamanho pois ela encara o desafio. Trabalhei já com madeira, metal e algumas furações em parede e não tive dificuldade. A luz led ajuda, variações de torque suficiente e este kit adquirido com duas baterias de 1. 5a já ajuda muito, mas adquiri uma de 4. 0a para tocar direto. Carregador é bivolt e dá uma carga em bom tempo, por volta de 55 min. E mesmo a bateria de 4. 0a não acrescenta peso ao corpo da parafusadeira. Encara todo serviço e furacão, mas se vc usar direto em concreto deve partir para uma maior, mas esta eu indico para sua satisfação.4777"
https://produto.mercadolivre.com.br/MLB-1978537105-parafusadeira-furadeira-12v-ld12sp-br-black-decker-_JM?searchVariation=94120470513#searchVariation=94120470513&position=39&search_layout=stack&type=item&tracking_id=5f45b40a-cf99-45cd-a3db-4e780385f88f,Parafusadeira Furadeira 12v Ld12sp-br Black & Decker,319,7,2,Black+Decker,"Gostei, pois já conhecia a maquina, porem minha duvida é quanto a troca da bateria, pois a antiga é somente de encaixar e essa é embutida, ou seja, quando a bateria não der mais carga tem que abrir a maquina.131Produto de qualidade! para o que se propõe a fazer, ou seja, para ser utilizada em ambiente doméstico, cumpre o que promete, e com um preço justo. Mas não se engane, ela é lenta como furadeira. Caso queira furar aço muito espesso ou uma madeira muito dura, melhor investir em brocas bem afiadas. Como parafusadeira ela é ótima, tem um excelente torque. Só não entendo o porque na descrição do produto tem 10nm de torque, enquanto que no manual indica que tem 8nm. Perguntei à demeo o por que disso mas não obtive resposta, apesar de terem dito que iriam avaliar isso. Utilizo a parafusadeira em pinus e já fiz muita coisa, com excelentes resultados.11827Bom produto otimo custo beneficio atende perfeitamente minhas necessidades tanto domesticas como profissionais dsd que usado corretamente ex: p fazer um furo 10mm comece com um broca mais fina 5mm(ferro) na madeira vai sem proplemas!!! otima parafuzadeira se nao fosse detalhe de não ter bateria extra seria exelente, particularmente  sempre que estou fazendo serviços que não estou a utilisando deixo no carregador quando vou usa-la retiro p não ter problemas com carga bateria. 
Obs: isso não é uma furadeira de impacto para perfurar concreto ;-). 
Detalhes as brocas que acompanham não prestam!!!.2520Excelente! a parafusadeira funciona normalmente e é possível usar o adaptador da ponteira para utilizar outras ferramentas, como chaves sextavadas, chave allen, etc. Podendo combiná-la com outras maletas. 
A bateria dura bem, é possível trabalhar horas sem ter que ficar carregando, mas fique atento! quando chegar no último led (um de três) já deixe o carregador preparado, pois ela já começa a apresentar perda de força e do nada desliga, sendo necessário carregá-la para voltar a utilizar. 
Apenas um ponto negativo referente ao barulho. Quando engatada para girar (independente do sentido), ao pressionar levemente o botão é possível ouvir um zumbido agudo e continua mesmo quando está girando, mas sinceramente, é um barulho que ao realizar as atividades acaba passando despercebido.145Antes de comprar já tinha experimentado uma igual e que gostei muito dessa. Estava pensando nessa ou na da concorrente, mas a concorrente não tinha controle de velocidade e essa tem. Os bits achei mais ou menos, estou pra comprar outro jogo de bits e brocas. Antes do primeiro uso tem que recarregar durante 9 horas. Depois do primeiro uso, bateria completa em apenas 1 hora e alguns minutos. Vale a pena, estou muito feliz com a compra.40"
https://produto.mercadolivre.com.br/MLB-1902700946-furadeira-impacto-650w-gsb13re-bosch-na-maleta-acess-_JM?searchVariation=86557960703#searchVariation=86557960703&position=40&search_layout=stack&type=item&tracking_id=5f45b40a-cf99-45cd-a3db-4e780385f88f,Furadeira Impacto 650w Gsb13re Bosch Na Maleta + Acess,519,9,2,Bosch,"Como muitos já disseram, é uma excelente furadeira para uso doméstico. Se vc está a procura de uma furadeira potente, e que te auxilie na hora de fazer um trabalho casual na sua casa, este é o modelo ideal e com maior custo-benefício dentre todas as grandes marcas e modelos de furadeira no mercado. 
. 
Prós: tem uma pegada perfeita, principalmente se vc utilizá-la com a empunhadura, que ajuda a manter a furadeira muito mais estável;. 
. 
O sistema de refrigeração do motor dela me pareceu bem eficiente também, pois fiz um uso levemente intenso dela e não esquentou;. 
. 
A chave seletora do martelete não é muito dura, o que ajuda na hora de mudar pro modo de impacto e furadeira com mais facilidade, sem precisar forçar muito o dedo;. 
. 
Comparado a um outro modelo mais antigo que usei, neste modelo, o risco de ativar o botão-trava é minimo. 
. 
Contras: o controle de velocidade, embora variável, começa baixo, mas salta logo pra uma velocidade alta, portanto não é um controle de velocidade muito preciso, o que pode atrapalhar um pouco na hora de usar a furadeira como parafusadeira;. 
. 
O botão pra reverter a velocidade não tem um sistema de travamento igual o do martelete. Se usar a função martelete por muito tempo ou a broca tremer demais na parede, ele começa a se mexer pro lado oposto e a furadeira para de funcionar, então se faz necessário segurar o botão pra ele ficar no lugar.16838Estava muito na dúvida entre outros modelos e marcas,por fim escolhi essa pelo custo benefício e me surpreendeu usei bastante vezes consecutivas e até o momento estou muito satisfeito. Pra quem ta na dúvida pode ir sem medo.130Excelente produto, robusta. Só não gostei da caixa, é uma vergonha de tão pequena, tem ficar desmontando se quiser guardar, não compensa pagar 50 reais a mais na caixa do tamanho de um ovo. Ficar tirando e colocando o suporte toda hora pra guardar pode roçar o parafuso. Recomendo comprar sem a caixa se for para uso diário. Fora isso, excelente ferramenta.80Não tem o que reclamar do produto. 
Furadeira de alto impacto, nem precisa fazer muita força quando a parede é muito dura, ela se encarrega de fazer tudo sozinha, já está super recomendado. 
Eu ia adquirir a versão 400w, mas fiquei bem na dúvida pois os reviews diziam que pra furar paredes precisava fazer um grande esforço, então resolvi pegar essa versão que é recomendada primeiramente como uma furadeira e ainda funciona como parafusadeira pois da tranquilamente para medir a velocidade na mão.62O produto é bom, funciona bem, mas não é mais a mesma qualidade bosch de antigamente. Da pra perceber que o peso é pouco, que o plástico é mais frágil, e principalmente o botão de sentido de rotação fica desarmando ou mudando de posição quando vc usa a função de impacto. 
Tradução, gostei mas não gostei ao mesmo tempo. Prefiro a staley que tenho, mais qualidade apesar de não ser tão bonita.00"
https://produto.mercadolivre.com.br/MLB-1373876621-furadeira-impacto-profissional-650w-gsb13-re-c-maleta-bosch-_JM?searchVariation=83233329554#searchVariation=83233329554&position=37&search_layout=stack&type=item&tracking_id=5f45b40a-cf99-45cd-a3db-4e780385f88f,Furadeira Impacto Profissional 650w Gsb13 Re C/ Maleta Bosch,479,26,2,Bosch,"Sobre a marca nem preciso comentar, bosch sempre tem qualidade, sobre o produto muito acima do esperado com um controle bem linear da rotação que permite ate usar para apertar ou soltar parafusos. 
Em geral pelo preço é um excelente produto, vale cada centavo investido no equipamento que pode durar vários anos sendo bem cuidado.123Muito boa, estou muito sartisfeito com a furadeira ela compre uque promete.10A chei eselente so fiquei insastifeito com amaleta que veio toda quebradamaisto não desmutiva eu compra outrus produtos. 
. 
Att. Ssenhor vencerlau 01/09/20.32A furadeira e parafusadeira profissional da bosh é excelente! dei de presente para o meu pai e ele está adorando. Todo dia inventa um serviço na casa para realizar. Tem que se ter um cuidado no gatilho ao parafusar, pois se for muito rápido pode danificar os parafusos. A potência da máquina me surpreendeu e serviços como furar concreto ficou bem mais fácil. Estou pensando em comprar uma para mim também.349Recomento,execelente, ótimo produto.10"
https://produto.mercadolivre.com.br/MLB-1651028544-furadeira-e-parafusadeira-impacto-12-710w-220v-dewalt-dwd-_JM?searchVariation=63599914795#searchVariation=63599914795&position=33&search_layout=stack&type=item&tracking_id=5f45b40a-cf99-45cd-a3db-4e780385f88f,Furadeira E Parafusadeira Impacto 1/2 710w 220v Dewalt - Dwd,439,39,2,DeWalt,"Ótima furadeira, mais silenciosa em relação as outro equivalentes, potente, ótimo acabamento. Dá conta do recado conforme vantagem:especificações e mais um pouco. Uma vantagem: é fabricada no brasil e tem 3 anos de garantia, alé de um ano de manutenção grátis. Recomendo.134Marca muito boa, potência ótima como semi profissional, só como  parafusadeira que não é muito boa, mas dá para uso doméstico. 
Resistente e acabamento muito bom.30Dewalt é a marca que eu confio. Como não poderia ser diferente, é uma ótima ferramenta. Minha outra durou 15 anos sem manutenção. Então comprei essa. Mas já consertei a outra, pois os rolamentos, etc; fora o gatilho que deu problama, estavam intactos. Aproveitei e substitui os carvão/escovas. O gatilho, adaptei o deste modelo, pois o original dela custava três vezes mais caro que este.5126Produto muito bom, testei na parede ele se saiu perfeitamente, o barulho é um pouco menor doque outra que usei de 500w, testei com uma broca de 8mm em madeira e notei que a potencia reduz um pouco se vc simplesmente empurrar a furadeira, mas fura rapidamente. Se vc furar no jeitinho, ela fura sem perder velocidade e ainda sim bem rapido. A pegada dela é boa, e gostei tbm que ela não inicia no martele assim que vc bota na parede, vc tem que por x força que aí começa, achei isso interessante quando o reboco não é muito duro a furadeira não sai desimbestada kkk fazendo o furo ficar torto.143E um produto que atende as especificacoes, tem um torque muito bom, o mandril e resistente e o melhor, a chave do mandril nao escapa porem oque nao gostei e do barulho que ela faz, e estremamente barulhenta, as outra furadeiras nao sao tao barulhentas assim. 
Achei estranho!.07"
https://produto.mercadolivre.com.br/MLB-1615837873-furadeira-e-parafusadeira-impacto-20v-dewalt-dcd776-_JM#position=34&search_layout=stack&type=item&tracking_id=5f45b40a-cf99-45cd-a3db-4e780385f88f,Furadeira E Parafusadeira Impacto 20v Dewalt Dcd776,969,3,2,DeWalt,"O produto na questão de para fusos e muito boa, atende bem nessa questão mas para furar paredes não é muito boa e fora que a bateria descarrega muito rapido.00Estou feliz com a aquisicao, produto de excelente qualidade que atende minhas necessidades de amador.00Exelente e pratica. So deveria vir com o manual de instrução tive baixar na net.20Baterias não duram muito tempo carregadas. Tem que comprar com 02.00Excelente parafusadeira para profissional iniciante , recomendo, excelente custo benefício.00"
https://produto.mercadolivre.com.br/MLB-1723641428-furadeira-parafusadeira-impacto-02-baterias-dcd776-dewalt-_JM?searchVariation=69181992280#searchVariation=69181992280&position=32&search_layout=stack&type=item&tracking_id=5f45b40a-cf99-45cd-a3db-4e780385f88f,Furadeira Parafusadeira Impacto 02 Baterias Dcd776 Dewalt,1.350,2,2,DeWalt,"O produto na questão de para fusos e muito boa, atende bem nessa questão mas para furar paredes não é muito boa e fora que a bateria descarrega muito rapido.00Estou feliz com a aquisicao, produto de excelente qualidade que atende minhas necessidades de amador.00Exelente e pratica. So deveria vir com o manual de instrução tive baixar na net.20Baterias não duram muito tempo carregadas. Tem que comprar com 02.00Excelente parafusadeira para profissional iniciante , recomendo, excelente custo benefício.00"
https://produto.mercadolivre.com.br/MLB-1868975850-furadeira-impacto-12-750-watts-127v-gsb-16-re-bosch-_JM#position=28&search_layout=stack&type=item&tracking_id=5f45b40a-cf99-45cd-a3db-4e780385f88f,Furadeira Impacto 1/2  750 Watts 127v Gsb 16 Re - Bosch,613,3,2,Bosch,"O produto é bom mas veio sem a maleta.20Toooooooooooop, podem comprar sem medo!!! excelenteeeeeeeeee.00Produto de ótima e boa qualidade.00Adorei produtos bom  pode comprar.00Produto de ótima qualidade potente.00"
https://produto.mercadolivre.com.br/MLB-1632577108-furadeira-de-impacto-vonder-12-fiv709-710w-maleta-9-brocas-_JM?searchVariation=62223102981#searchVariation=62223102981&position=29&search_layout=stack&type=item&tracking_id=5f45b40a-cf99-45cd-a3db-4e780385f88f,Furadeira De Impacto Vonder 1/2  Fiv709 710w Maleta 9 Brocas,409,4,2,Vonder,"Infinitamente melhor que qualquer as outras marcas tradicionais. Robusta, muito, muito robusta, a maleta e as brocas como adicionais da vonder foi uma excelente sacada. Olhanddo as outras marcas que enviam suas furadeiras em caixa de papelão e foi o que faltava para escolher esse modelo. Venho usando ele diariamente e até agora não me decepcionou. Parabéns aos fabricantes, super recomendo.44Ótimo e maravilhoso funcionamento, ótima e maravilhosa furradeira, ocupei para furar, desaparafusar, parafusar e não me deixou na mão em nenhum momento, super indico essa furadeira, parafusadeira e dasaparafusadeira, não conhecia essa marca, mas, me surpreendeu, pois, acho melhor do que as concorrentes bosch, por que essa ewald vem completíssima, ótimo e maravilhoso custo e benefício. Indico à todos à comprarem em nenhum medo, receio, dúvida, vão fazer um ótimo negócio, uma ótima e maravilhosa compra. Parabéns.20Amei produto para minha  coleção  vonder. Eu já tenho um parafusadeira , antes tinha comprado uma furadeira  philco que deu o mesmo problema 2 vezes em furadeira saia correndo da philco é venha para vonder, philco deve ser boa só em televisão mesmo.24Emcantado produto e eselente forte já tenho 1050w a seis anos não da de feito.20Para o trabalho que irei fazer, atende perfeitamente. Confesso que pelo preço esperava algo mais frágil. Mas é original, maleta de boa qualidade e a furadeira é bem robusta. Gostei.20"
https://produto.mercadolivre.com.br/MLB-1672706379-combo-parafusadeira-gsb120li-chave-impacto-gdr120li-maleta-_JM?searchVariation=84318162485#searchVariation=84318162485&position=26&search_layout=stack&type=item&tracking_id=5f45b40a-cf99-45cd-a3db-4e780385f88f,Combo Parafusadeira Gsb120li + Chave Impacto Gdr120li Maleta,1.181,19,2,Bosch,"O produto é bom, bem construído e robusto. O lado negativo é que o mandril tem um leve desalinhamento e folga com facilidade. Não importa o quanto eu aperte, assim que começo a usar a parafusadeira ele folga fazendo com que o bit desgaste as cabeças de aperto. Não esperava isso em um ferramenta bosch. Como meu uso é robista e esporádico para mim não traz problemas mas quem usa muito melhor atentar para isso.49Comprei pela marca e me decepcionei com apenas um detalhe: o gatilho as vezes não aciona o equipamento o que incomoda bastante num trabalho intenso, tem que ficar sacudindo, dando uns ""tranquinhos"" pra pegar. Creio que seja problema do carvão ou escovas que dá um pequeno mal contato, porém inadmissível por ser de marca boa( ficou assim apenas com uma montagem de guarda roupas, antes estava 100%). Fora isso excelente, bateria carrega rapidamente, aguenta um bom tempo, tem muita força e torque, é ergonômica de material muito bom.01Muito bom, bateria de 2mah dura bastante. Nao sou profissional portanto me serve. Para profissionais do ramo recomendo por uma ""brushless"".21Muito boa!! bateria muito boa. Montei um closet e uns 5 box de vidro com apenas uma carga, passei uma semana usando ela por noite e dia e a bateria durou 6 dias, sem falar que carrega muito rápido. 45 minutos. 
Recomendo bastante, vou comprar outra logo logo. 
Só pra deixar registrado um fato que aconteceu na primeira impressão. 
Eu estava acostumado uma makita dhp482 de 2850 rotação por minuto e estranhei bastante quando utilizei essa borsh de 1500.60Ferramenta de altíssima qualidade, veio com bateria de 2ah, que é um diferencial bem atrativo, muito forte, qualidade realmente profissional!.20"
https://produto.mercadolivre.com.br/MLB-1847255861-furadeira-impacto-12-pol-560w-blackdecker-_JM?searchVariation=81068223781#searchVariation=81068223781&position=25&search_layout=stack&type=item&tracking_id=5f45b40a-cf99-45cd-a3db-4e780385f88f,Furadeira Impacto 1/2 Pol 560w - Black+decker,249,35,2,Black+Decker,"Excelente p serviços mais caseiros ou rápidos de baixa a média dificuldade, é a segunda q compro a antiga já tem 7 anos e ainda funciona bem, só o mandril  desgastou por causa do aperto da chave, só comprei outra pq quis um modelo melhor, furadeira black & decker vale a pena, recomendo. Reversível e controle de velocidade shoowww!!.210Marca top de respeito , mandril com abertura até 13mm ,martelete ótimo para furacão em concreto, não é uma rosqueadeira mas por conta de vir com os dois sentidos de rotação dá pra fazer sim alguns serviços leves de rosqueadeira é só controlar na hora de apertar o gatilho , recomendo !!!!.73Ótima furadeira, bom custo benefício, só não dei 5 estrelas pois o cabo é curto, e também parece não ter a mesma robustez da minha furadeira antiga de mesma marca, mas isso é normal, tudo vai perdendo a qualidade, vamos era se essa furadeira vai aturar 12 anos como a outra que eu tinha igual a essa.17A furadeira venho sem o kit de brocas e por causa disso o meu sogro q foi presenteado com o produto, n pode usar pq n venho as brocas, e ele por ser idoso n pode sair de casa para comprar. E eu estou aguardando um reembolso das partes faltantes até agora desde antes do natal de 2020.637Muito bom ótima qualidade era o que eu estava procurando robusto silencioso velocidades variável rotação inversa o que ajuda e faz a diferença no produto sabendo da até para usar como parafusadeira show de bola fiquei muito contente com o produto embora  não é para uso profissional e sim hobby  mais no profissional manda muito bem também.00"
https://produto.mercadolivre.com.br/MLB-1070092071-furadeira-impacto-12-710w-profissional-dewalt-dwd502-_JM?searchVariation=25741504140#searchVariation=25741504140&position=24&search_layout=stack&type=item&tracking_id=5f45b40a-cf99-45cd-a3db-4e780385f88f,Furadeira Impacto 1/2  710w Profissional Dewalt Dwd502,429,109,2,DeWalt,"Ótima furadeira, mais silenciosa em relação as outro equivalentes, potente, ótimo acabamento. Dá conta do recado conforme vantagem:especificações e mais um pouco. Uma vantagem: é fabricada no brasil e tem 3 anos de garantia, alé de um ano de manutenção grátis. Recomendo.134Marca muito boa, potência ótima como semi profissional, só como  parafusadeira que não é muito boa, mas dá para uso doméstico. 
Resistente e acabamento muito bom.30Dewalt é a marca que eu confio. Como não poderia ser diferente, é uma ótima ferramenta. Minha outra durou 15 anos sem manutenção. Então comprei essa. Mas já consertei a outra, pois os rolamentos, etc; fora o gatilho que deu problama, estavam intactos. Aproveitei e substitui os carvão/escovas. O gatilho, adaptei o deste modelo, pois o original dela custava três vezes mais caro que este.5126Produto muito bom, testei na parede ele se saiu perfeitamente, o barulho é um pouco menor doque outra que usei de 500w, testei com uma broca de 8mm em madeira e notei que a potencia reduz um pouco se vc simplesmente empurrar a furadeira, mas fura rapidamente. Se vc furar no jeitinho, ela fura sem perder velocidade e ainda sim bem rapido. A pegada dela é boa, e gostei tbm que ela não inicia no martele assim que vc bota na parede, vc tem que por x força que aí começa, achei isso interessante quando o reboco não é muito duro a furadeira não sai desimbestada kkk fazendo o furo ficar torto.143E um produto que atende as especificacoes, tem um torque muito bom, o mandril e resistente e o melhor, a chave do mandril nao escapa porem oque nao gostei e do barulho que ela faz, e estremamente barulhenta, as outra furadeiras nao sao tao barulhentas assim. 
Achei estranho!.07"
https://produto.mercadolivre.com.br/MLB-1640324583-parafusadeira-furadeira-imp-12-18v-lxt-dhp481rme-makita-_JM?searchVariation=174200501838#searchVariation=174200501838&position=22&search_layout=stack&type=item&tracking_id=5f45b40a-cf99-45cd-a3db-4e780385f88f,Parafusadeira / Furadeira Imp 1/2  18v Lxt Dhp481rme Makita,2.854,2,2,Makita,"Melhor qualidade impossível, furadeira com uma otima força de tração! empunhadura que se adapta bem as mãos e perfeita para trabalhos onde se exige praticida com eficiencia! as duas baterias 4. 0ah consegue atender ao maximo de esforço unido ao tempo de trabalho! nota10.00Ótimo produto, impressionado com a potência e qualidade, as baterias duram por muito tempo, mesmo com trabalho mais pesado.01Excelente. Qualidade makita não tem nem o que falar! tudo material de ótima qualidade! ferramenta muito robusta!.00Produto excelente, muito bom mesmo, makita é makita, até a maleta é de primeira, vale cada centavo.00Produto de otima qualidade atende bem as espectativas.00"
https://produto.mercadolivre.com.br/MLB-827304567-furadeira-parafusadeira-de-impacto-710w-c-kit-similar-bosch-_JM?searchVariation=78695415928#searchVariation=78695415928&position=21&search_layout=stack&type=item&tracking_id=5f45b40a-cf99-45cd-a3db-4e780385f88f,Furadeira Parafusadeira De Impacto 710w C Kit Similar Bosch,219,1130,2,SH Tools,"O pior produto que comprei , usei uma unica vez e quebrou , levei ate o concerto os dentes da engrenagem que giram o mandril estavam quebrados , agora gastei para comprar o produto que se dizia novo e paguei para concertar , para não perder meus clientes que  já tinha marcado. 
Não recomendo compra produto pois é de má qualidade os acessorios tambem são muito ruins. 
Triste.20Atendeu as minhas nececidades as brocas ñ são muito boas e escapam facil da furadeira porém pra serviços simples domesticos pelo preço também valeu a pena indico!!!.40Furadeira muito boa mesmo muito potente eu fiquei muito contente com ela e ela atende muito bem como parafusadeira também show de bola.00Muito forte e resistente, na potência máxima tem até que ter firmeza, como parafusadeira tbm e ótima a velocidade e bem regulável, parabéns !!!.01Boa tarde. 
Atendeu minhas expectativas, show de bola!. 
O único ponto negativo foi a demora dos correios, de resto foi tudo ótimo. 
Obrigado!.20"
https://produto.mercadolivre.com.br/MLB-1770945174-furadeira-reversivel-velocidade-varia-38-600w-dwd014-dewalt-_JM?searchVariation=83235285332#searchVariation=83235285332&position=20&search_layout=stack&type=item&tracking_id=5f45b40a-cf99-45cd-a3db-4e780385f88f,Furadeira Reversível Velocidade Variá 3/8 600w Dwd014 Dewalt,599,4,2,DeWalt,"Gato por lebre! o produto na descrição é a máquina dwd014 600 watts, e o que mandam é o dwd010 380watts.01Excelente produto, superou as minhas expectativas, muito leve, pouco barulho, estou muito satisfeito com o produto.12Ótima pra furar,pois a rotação e muito alta,além de ser muito leve.00Excelente produto, pra mim o melhor.00Material bom recomendo a quem queira comprar essa e boa.01"
https://produto.mercadolivre.com.br/MLB-1376684659-furadeira-parafusadeira-bosch-gsr-120-li-1-baterias-12volts-_JM#position=16&search_layout=stack&type=item&tracking_id=5f45b40a-cf99-45cd-a3db-4e780385f88f,Furadeira Parafusadeira Bosch Gsr 120-li 1 Baterias 12volts ,599,314,2,Bosch,"Já tinha uma parafusadeira bosch gsr 120, mas deu defeito, saiu mais barato comprar outra e usar os acessórios que tinha incluindo a bateria, excelente produto.00O produto é ótimo, porém o carregador não é  o que está na foto, mas sim modelo mais simples e frágil.00Muito bom produto  pena que só vem com uma bateria gostei eu recomendo muito torque.00Parafusadeira e furadeira magnífica, me surpreendeu muito. Forte e muito versátil, boch é boch.00Ótimo produto, um ótimo custo benefício, e ideal para pequenos trabalhos domésticos.00"
